C¢digo,Nivel,T°tulo,ComitÇ,Sector Productivo
EC0599,2,Producci¢n de granos,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0600,2,Mantenimiento preventivo de lubricantes para m†quinas industriales,Roshfrans,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0601,2,Realizaci¢n de cambio de aceite de motor y ajuste de niveles de fluidos en veh°culos automotores a gasolina,Roshfrans,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0602,2,Realizaci¢n de cambio de aceite de motor y ajuste de niveles de fluidos en unidades automotoras a diÇsel de trabajo pesado,Roshfrans,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0603,2,Aplicaci¢n de herramientas de comunicaci¢n digital,Educaci¢n de Aguascalientes,SERVICIOS EDUCATIVOS
EC0604,2,Atenci¢n educativa para Adultos Mayores,Educaci¢n de Aguascalientes,SERVICIOS EDUCATIVOS
EC0605,3,Facilitaci¢n del proceso de aprendizaje con los usuarios de los servicios educativos y sociales en las unidades territoriales,Instituto Nacional para la Educaci¢n de los Adultos,SERVICIOS EDUCATIVOS
EC0606,3,Configuraci¢n de equipos de control numÇrico computarizado para maquinado de piezas de aplicaci¢n aeroespacial,Del Sector Aeroespacial en MÇxico,INDUSTRIAS MANUFACTURERAS
EC0607,2,Maquinado de piezas de aplicaci¢n aeroespacial en equipos de control numÇrico computarizado,Del Sector Aeroespacial en MÇxico,INDUSTRIAS MANUFACTURERAS
EC0608,2,Maquinado de botones,Industria y Confecci¢n del vestido del Estado de Hidalgo,INDUSTRIAS MANUFACTURERAS
EC0609,2,Obtenci¢n de muestra sangu°nea en evaluaci¢n de control de confianza para el ingreso / permanencia en las instituciones de Seguridad P£blica,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0610,3,Ejecuci¢n de acciones de b£squeda y rescate de v°ctimas en estructuras colapsadas nivel liviano,Protecci¢n Civil con Enfoque en Gesti¢n Integral de Riesgos,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0611,2,Aplicaci¢n de extensiones de pesta§as una a una,Congreso del Trabajo,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0612,1,Aplicaci¢n de pr†cticas verdes en su †rea de trabajo,Servicios Turisticos en Bah°a de Banderas,SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC0613,2,Aplicaci¢n de u§as acr°licas con tÇcnica escultural,Congreso del Trabajo,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0614,4,Direcci¢n de centros de incubaci¢n y desarrollo empresarial,"Comercio, Industria y Servicios de Baja California","SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0615,4,Elaboraci¢n e implementaci¢n de un plan de procuraci¢n de fondos,Red de Universidades La Salle,SERVICIOS FINANCIEROS Y DE SEGUROS
EC0616,2,Prestaci¢n de servicios auxiliares de enfermer°a en cuidados b†sicos y orientaci¢n a personas en unidades de atenci¢n mÇdica,Formaci¢n para el Trabajo,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0617,2,Prestaci¢n de servicios de representaci¢n y apoyo del sindicalismo responsable a los trabajadores,De la Productividad y Competitividad Laboral,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0618,2,Producci¢n de pan artesanal,Red de Universidades La Salle,INDUSTRIAS MANUFACTURERAS
EC0619,3,Soluci¢n de conflictos mediante tÇcnicas de neuro-negociaci¢n,para el Desarrollo de Competencias Transversales,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0620,3,Coordinaci¢n de las operaciones de restaurantes PYME,Servicios Turisticos en Bah°a de Banderas,SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC0621,2,Mantenimiento de habitaciones para alojamiento temporal,ComitÇ de Gesti¢n por Competencias del Sector Turismo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0622,2,Preparaci¢n de bebidas con base de cafÇ,"Asociaci¢n Mexicana de CafÇs y Cafeter°as de Especialidad, A.C.",SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC0623,2,Venta de mezcal en establecimientos de alimentos y bebidas,De Servicio de Mezcal,SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC0624,4,Administraci¢n de la documentaci¢n en archivo de concentraci¢n,Acceso a la Informaci¢n P£blica y Administraci¢n de Archivos P£blicos,INFORMACI‡N EN MEDIOS MASIVOS
EC0625,4,Administraci¢n de la Obra P£blica Municipal,Administraci¢n P£blica Municipal,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0626,4,Preservaci¢n del lugar de los hechos en la investigaci¢n de un posible delito,Sistema de Justicia Penal Adversarial,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0627,3,"Coordinaci¢n del seguimiento a las acciones de sanidad e inocuidad agroalimentaria, acu°cola y pesquera","Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0628,2,Operaci¢n de planta de tratamiento de aguas residuales para riegos agr°colas,de Riegos Agr°colas Tecnificados con Aguas Residuales Tratadas,"GENERACI‡N, TRANSMISI‡N, DISTRIBUCI‡N Y COMERCIALIZACI‡N DE ENERG÷A ELêCTRICA, SUMINISTRO DE AGUA Y DE GAS NATURAL POR DUCTOS AL CONSUMIDOR FINAL"
EC0629,2,Afinaci¢n de motores a gasolina con sistemas de inyecci¢n electr¢nica,Colegio Nacional de Educaci¢n Profesional TÇcnica,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0630,2,Aplicaci¢n de pintura automotriz,Colegio Nacional de Educaci¢n Profesional TÇcnica,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0631,2,Mantenimiento del sistema de frenos de veh°culos.,Colegio Nacional de Educaci¢n Profesional TÇcnica,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0632,2,Producci¢n de componentes y sistemas mec†nicos,Industria Automotriz a Nivel Nacional,INDUSTRIAS MANUFACTURERAS
EC0633,3,Comercializaci¢n de insumos agr°colas,"de la Asociaci¢n Mexicana de Capacitaci¢n de Personal y Empresarial, A.C./C†mara Nacional de la Industria de la Transformaci¢n CANACINTRA",COMERCIO AL POR MAYOR
EC0634,3,Auditor°a de la seguridad en la cadena de suministros de comercio exterior,Servicios Aduanales,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0635,2,Ejecuci¢n de trabajos de soldadura con el proceso SMAW / Soldadura con Arco met†lico protegido en tuber°a de aceros al carbono y baja aleaci¢n en posici¢n 6G,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0636,2,Ejecuci¢n de trabajos de soldadura por arco elÇctrico y alambre tubular con n£cleo de fundente FCAW-S autoprotegido en tuber°a de acero al carbono en posici¢n 6GR,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0637,5,Evaluaci¢n de la calidad de la infraestructura f°sica educativa,Del Instituto Nacional de la Infraestructura F°sica Educativa,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0638,2,Instalaci¢n y mantenimiento de sistemas electromec†nicos,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.",CONSTRUCCI‡N
EC0639,2,Arbitraje de partidos de futbol en etapas de especializaci¢n y alta competencia,Del Deporte,SERVICIOS EDUCATIVOS
EC0640,2,Direcci¢n tÇcnica de equipos de futbol asociaci¢n en etapas base,Del Deporte,SERVICIOS EDUCATIVOS
EC0641,2,Gesti¢n de eventos locales de futbol,Del Deporte,"SERVICIOS DE ESPARCIMIENTO CULTURALES Y DEPORTIVOS, Y OTROS SERVICIOS RECREATIVOS"
EC0642,2,Preparaci¢n de j¢venes y adultos en la inducci¢n de los estilos de nataci¢n,Del Deporte,SERVICIOS EDUCATIVOS
EC0643,2,Preparaci¢n f°sica de futbolistas amateurs,Del Deporte,SERVICIOS EDUCATIVOS
EC0644,4,Dise§o de propuestas y estrategias para atender la diversidad con enfoque intercultural en Educaci¢n Media Superior,"Desarrollo, Profesionalizaci¢n e Investigaci¢n Educativa del Estado de Chihuahua",SERVICIOS EDUCATIVOS
EC0645,2,Dise§o e instrumentaci¢n de secuencias did†cticas que incluyen el uso de dispositivos m¢viles,De la Secretar°a de Educaci¢n P£blica del Estado de Puebla,SERVICIOS EDUCATIVOS
EC0646,3,Facilitaci¢n de procesos de aprendizaje bajo el enfoque por competencias en Educaci¢n Media Superior,"Desarrollo, Profesionalizaci¢n e Investigaci¢n Educativa del Estado de Chihuahua",SERVICIOS EDUCATIVOS
EC0647,3,Propiciar el aprendizaje significativo en Educaci¢n Media Superior y Superior,Colegio Nacional de Educaci¢n Profesional TÇcnica,SERVICIOS EDUCATIVOS
EC0648,2,Mantenimiento a circuitos de control,Colegio Nacional de Educaci¢n Profesional TÇcnica,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0649,4,Gesti¢n general de procesos fiduciarios,Nacional Financiera,SERVICIOS FINANCIEROS Y DE SEGUROS
EC0650,2,Fabricaci¢n de piezas/elementos mec†nicos en m†quinas herramienta por arranque de viruta,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.",INDUSTRIAS MANUFACTURERAS
EC0654,2,Manejo de tractores de arrastre de aeronaves y veh°culos escalera para ascenso/descenso de pasajeros en las instalaciones de la Coordinaci¢n General de Transportes AÇreos Presidenciales (CGTAP),"Seguridad, Protecci¢n y Log°stica del Estado Mayor Presidencial","ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0655.01,2,Actuaci¢n del guardia nacional con funciones de seguridad procesal,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0656,2,Evaluaci¢n del estado visual al personal de ingreso/permanencia en las instituciones de Seguridad P£blica,Guardia Nacional,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0657,3,Administraci¢n en organizaciones productivas y de servicios,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0658,3,Atenci¢n de notificaci¢n/ejecuci¢n de resoluciones judiciales,Poder Judicial del Estado de MÇxico,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0659,3,Coordinaci¢n de la realizaci¢n de trabajo con riesgo,Congreso del Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0661,2,Implementaci¢n de un plan de acciones para la mejora de la productividad laboral en la MIPYME en el contexto del trabajo decente,Productividad y Trabajo Decente,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0662,2,Mantenimiento al instrumento de medici¢n tax°metro,de la Industria del Tax°metro,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0663,2,Prestaci¢n del servicio de manejo de plagas urbanas,"Controladores de plagas/Asociac¢n de controladores de plagas del ANAHUAC, A.C","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0664,3,Valuaci¢n de alhajas y relojes en ventanilla,Valuaci¢n del Nacional Monte de Piedad,COMERCIO AL POR MENOR
EC0665,2,Atenci¢n a personas adultas mayores en establecimientos de asistencia social permanente/temporal,ComitÇ de Gesti¢n por Competencias de Asistencia Social,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0666,3,Tutela los derechos del afiliado al Sistema de Protecci¢n Social en Salud,Administraci¢n P£blica del Gobierno del Estado de Chiapas,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0667,2,Prestaci¢n de los servicios de hoteler°a,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.",SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC0668,5,Representaci¢n de actores de comercio exterior para promover el despacho aduanero directo de las mercanc°as sin intervenci¢n de un agente aduanal,"Asociaci¢n Nacional de Importadores y Exportadores de la Rep£blica Mexicana, A.C. (ANIERM )","ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0669,2,Cuidado b†sico de la persona adulta mayor en domicilio,ComitÇ de Gesti¢n por Competencias de Asistencia Social,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0670,3,Facilitaci¢n para el desarrollo de inteligencia econ¢mica y financiera de ni§os y j¢venes,"Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",SERVICIOS EDUCATIVOS
EC0671,2,Realizar la instalaci¢n y mantenimiento de un sistema mecatr¢nico,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.",OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0672,2,Valuaci¢n de da§os en autom¢viles,"Centro de Experimentaci¢n y Seguridad Vial MÇxico, CESVI MÇxico, S. A.",SERVICIOS FINANCIEROS Y DE SEGUROS
EC0673,2,Deslinde de responsabilidad de las partes involucradas en un hecho de tr†nsito terrestre,"Centro de Experimentaci¢n y Seguridad Vial MÇxico, CESVI MÇxico, S. A.",SERVICIOS FINANCIEROS Y DE SEGUROS
EC0674,3,Manejo de residuos peligrosos,"Comercio, Industria y Servicios de Baja California","SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0675,2,Operaci¢n de una m†quina de inyecci¢n de pl†stico,"Comercio, Industria y Servicios de Baja California","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0677,3,Gesti¢n de mejora Ki Wo Tsukau en organizaciones,de Empresas y Organizaciones que utilizan la Metodolog°a KWT,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0678,3,Prestaci¢n de servicios auxiliares en establecimientos mÇdicos veterinarios zootecnistas,Formaci¢n para el Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0679,3,Uso de la lengua inglesa en un contexto laboral,Formaci¢n para el Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0680,3,"Supervisi¢n en seguridad industrial, para l°deres de equipos de trabajo",Gr£as y Dispositivos para Elevaci¢n e Izaje.,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0681,2,Aplicaci¢n de mortero de cemento en acabados verticales,Holcim MÇxico,CONSTRUCCI‡N
EC0682.01,5,"Direcci¢n de Planeaci¢n, Ejecuci¢n y Gesti¢n de Estrategias en organizaciones privadas y p£blicas","Planeaci¢n, Ejecuci¢n y Gesti¢n de la Estrategia","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0683,3,Ejecuci¢n de las habilidades tÇcnicas aplicables en los procedimientos de apoyo t†ctico en la seguridad presidencial,"Seguridad, Protecci¢n y Log°stica del Estado Mayor Presidencial","ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0684,4,Gesti¢n de las estrategias de seguridad y convivencia ciudadana,Sector Seguridad Privada,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0685,3,"Identificaci¢n, evaluaci¢n y control de los factores de riesgo ergon¢mico",Seguridad y Salud en el Trabajo del Instituto Mexicano del Seguro Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0686,2,Facilitaci¢n del programa de los 6 pasos de la salud con prevenci¢n,De 6 Pasos de la Salud,SERVICIOS EDUCATIVOS
EC0687,5,Prestaci¢n de servicios de consultor°a del Sistema Nacional de Certificaci¢n Tur°stica,Sistema Nacional de Certificaci¢n Tur°stica,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0688,4,Facilitaci¢n de los procesos de aprendizaje de nivel superior basados en programas curriculares por competencia,Universidad Aut¢noma de Nuevo Le¢n,SERVICIOS EDUCATIVOS
EC0689,4,Ejecuci¢n de las atribuciones de la Hacienda P£blica Municipal,Administraci¢n P£blica Municipal,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0690,3,Administraci¢n de la operaci¢n de la Oficina postal,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0691,3,"Administraci¢n de los ingresos, egresos y documentaci¢n comprobatoria por venta de servicios postales",Del Servico Postal Mexicano,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0692,3,"Administraci¢n de los recursos asignados a los proyectos especiales que involucren la gesti¢n de requerimientos humanos, materiales y financieros en Correos de MÇxico",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0693,3,Aplicaci¢n del procedimiento de verificaci¢n en materia de movimientos transfronterizos de mercanc°as reguladas ambientalmente,de la Subprocuradur°a de Inspecci¢n Industrial de la Procuradur°a Federal de Protecci¢n al Ambiente,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0694,4,Aseguramiento de la operaci¢n de las unidades administrativas del Servicio Postal Mexicano,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0695,2,"Asesor°a de servicios, recepci¢n y entrega de correspondencia y env°os",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0696,2,Atenci¢n a solicitudes para la coordinaci¢n de la operaci¢n de las Unidades Administrativas de Correos de MÇxico,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0697,2,"Coordinaci¢n de actividades de recepci¢n, clasificaci¢n, distribuci¢n, despacho y control de correspondencia y env°os",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0698,2,"Ejecuci¢n de las actividades de recepci¢n, clasificaci¢n y despacho de correspondencia",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0699,2,Entrega de mensajer°a y paqueter°a a domicilio,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0700,3,Inspecci¢n postal en la identificaci¢n de irregularidades en el manejo de correspondencia y env°os,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0701,2,"Operaci¢n de actividades de recepci¢n, apertura, clasificaci¢n, despacho y de correspondencia y env°os para exportaci¢n.",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0702,2,Operaci¢n de automotores para transportar correspondencia y env°os,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0703,2,Operaci¢n de la correspondencia y env°os procedentes del extranjero,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0704,2,Proporcionar el servicio de Almacenes e Inventarios,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0705,3,"Proporcionar servicios de mantenimiento a los bienes, muebles, e inmuebles del organismo",Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0706,3,Supervisi¢n de la operaci¢n de las unidades administrativas de Correos de MÇxico,Del Servico Postal Mexicano,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0707,4,Operaci¢n aduanera en el †mbito empresarial,"Consejo Empresarial Mexicano de Comercio Exterior, Inversi¢n y Tecnolog°a","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0708,2,Aplicaci¢n de pinturas y recubrimientos en edificaciones residenciales y comerciales,SHERWIN-WILLIAMS,CONSTRUCCI‡N
EC0709,2,Asesor°a en soluciones integrales para el manejo de agua en edificaciones residenciales,De ROTOPLAS,CONSTRUCCI‡N
EC0711,3,Administraci¢n de soluciones de e-learning y comercio electr¢nico,Colegios de Estudios Cient°ficos y Tecnol¢gicos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0712,3,Administraci¢n para el servicio de almacenaje de bienes,Colegios de Estudios Cient°ficos y Tecnol¢gicos,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0713,3,An†lisis de materiales mediante tÇcnicas cualitativas,Colegios de Estudios Cient°ficos y Tecnol¢gicos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0714,3,An†lisis de materiales mediante tÇcnicas cuantitativas,Colegios de Estudios Cient°ficos y Tecnol¢gicos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0715.01,2,Aplicaci¢n de micropigmentaci¢n estÇtica facial,Congreso del Trabajo / C†mara Mexicana de la industria del embellecimiento fisico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0716,2,Apoyo en procesos comerciales en el †rea de ventas,Colegios de Estudios Cient°ficos y Tecnol¢gicos,COMERCIO AL POR MAYOR
EC0717,2,Asesor°a al cliente para la venta de bienes/servicios,Colegios de Estudios Cient°ficos y Tecnol¢gicos,COMERCIO AL POR MAYOR
EC0718,3,Asesor°a en actividades de auditor°a de una unidad econ¢mica,Colegios de Estudios Cient°ficos y Tecnol¢gicos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
